Trung bình B,Trung bình G,Trung bình R,Độ lệch chuẩn B,Độ lệch chuẩn G,Độ lệch chuẩn R,Nhãn,URL
102.880799585459,102.880799585459,102.880799585459,53.4793267172208,53.4793267172208,53.4793267172208,cloudy,datasetSky2\cloudy\cloudy1.jpg
48.5824497767857,77.1825573979592,64.6339285714286,46.0189067025786,28.9974852164914,32.2583478260168,cloudy,datasetSky2\cloudy\cloudy100.jpg
145.287308673469,128.247169961735,118.887635522959,56.5220247416396,58.6409785168233,63.5665729249322,cloudy,datasetSky2\cloudy\cloudy101.jpg
114.120794802296,110.30149872449,111.080994897959,66.2554382729408,67.9314045196438,70.825337082588,cloudy,datasetSky2\cloudy\cloudy102.jpg
119.810686383929,129.224430006378,133.936383928571,50.3000881330265,37.3507472240372,36.7523630175048,cloudy,datasetSky2\cloudy\cloudy103.jpg
138.240553252551,138.240553252551,138.240553252551,80.2157871942385,80.2157871942385,80.2157871942385,cloudy,datasetSky2\cloudy\cloudy104.jpg
73.6348054846939,90.2440609056123,91.8257533482143,39.5563225058318,43.4401700540568,45.4144449537552,cloudy,datasetSky2\cloudy\cloudy105.jpg
90.228515625,117.712472098214,129.86666932398,63.3200411528927,54.3946914912794,47.6856506452297,cloudy,datasetSky2\cloudy\cloudy106.jpg
109.473294005102,108.507174744898,108.3564453125,41.7668742378582,42.0654719989259,42.2066868631917,cloudy,datasetSky2\cloudy\cloudy107.jpg
125.320033482143,120.777264030612,118.963169642857,63.762459532723,62.4993346110636,63.3937053416438,cloudy,datasetSky2\cloudy\cloudy108.jpg
133.888592155612,135.385044642857,134.265545280612,83.6288420800007,79.5131690206225,79.8456848175404,cloudy,datasetSky2\cloudy\cloudy109.jpg
193.598732461735,164.237882653061,157.077586894133,38.1218824208842,48.2386803019843,50.9934694218102,cloudy,datasetSky2\cloudy\cloudy11.jpg
109.227379623724,108.207609215561,106.57350127551,49.9111113631568,53.5750884789245,55.2263606562845,cloudy,datasetSky2\cloudy\cloudy110.jpg
72.3501474808673,72.3501474808673,72.3501474808673,38.9226064551936,38.9226064551936,38.9226064551936,cloudy,datasetSky2\cloudy\cloudy111.jpg
145.897959183673,133.923210299745,124.804249043367,56.9333750156203,57.0650836406299,57.6620552380837,cloudy,datasetSky2\cloudy\cloudy112.jpg
117.313277264031,104.301917251275,95.0525151466837,34.6631201654888,41.2305847880175,46.4909978287978,cloudy,datasetSky2\cloudy\cloudy113.jpg
69.148756377551,79.6544961734694,77.5202287946429,40.4819985312738,33.0061415493503,37.8369395919335,cloudy,datasetSky2\cloudy\cloudy114.jpg
143.548170440051,143.384526466837,139.62669403699,74.5441636991019,64.0418422620296,64.1099374213703,cloudy,datasetSky2\cloudy\cloudy115.jpg
114.067781409439,110.139987244898,110.9765625,66.151896956104,67.8954753586036,70.6016405344489,cloudy,datasetSky2\cloudy\cloudy116.jpg
69.6226881377551,79.575833067602,77.8833705357143,40.3080930028191,33.2317702680647,37.8538396376168,cloudy,datasetSky2\cloudy\cloudy117.jpg
101.751195790816,91.4463687818877,81.2745137117347,58.2835344056753,59.4830571639736,61.3343993115262,cloudy,datasetSky2\cloudy\cloudy118.jpg
147.189313616071,149.697763871173,135.159040178571,63.6507021514001,54.5334133154286,55.4821907866561,cloudy,datasetSky2\cloudy\cloudy119.jpg
204.298489317602,169.242307079082,132.030253507653,23.29815487025,43.3912381271611,66.7900811566471,cloudy,datasetSky2\cloudy\cloudy12.jpg
122.894730548469,121.09153778699,115.214564732143,39.0245203035759,39.5753080809831,39.6809371070362,cloudy,datasetSky2\cloudy\cloudy120.jpg
96.1363201530612,94.2829639668367,91.0363321109694,32.048136592246,35.228443301211,36.6640098281751,cloudy,datasetSky2\cloudy\cloudy121.jpg
102.14401307398,91.4747090242347,81.639967315051,58.7153531280479,59.7053718144716,61.4569794235366,cloudy,datasetSky2\cloudy\cloudy122.jpg
156.021922831633,128.789381377551,104.030133928571,48.8439550125136,64.2302070292901,78.5984996025877,cloudy,datasetSky2\cloudy\cloudy123.jpg
155.096281090561,150.11399872449,148.121691645408,46.9021404987405,50.9758787759676,52.3952799871486,cloudy,datasetSky2\cloudy\cloudy124.jpg
88.1068239795918,80.7722217793367,75.456373565051,66.371198495924,63.6639174276047,63.7746201742263,cloudy,datasetSky2\cloudy\cloudy125.jpg
101.456174266582,101.456174266582,101.456174266582,42.610534350788,42.610534350788,42.610534350788,cloudy,datasetSky2\cloudy\cloudy126.jpg
135.26217713648,138.594347895408,141.390086894133,37.2772401757396,32.5102059613693,28.5916522416977,cloudy,datasetSky2\cloudy\cloudy127.jpg
174.973971619898,135.474270567602,105.963109853316,42.9987105675258,45.9377613450724,52.2278101675871,cloudy,datasetSky2\cloudy\cloudy128.jpg
125.549505739796,129.457848373725,114.318419164541,60.4520375226163,49.8792732654853,48.3577593336912,cloudy,datasetSky2\cloudy\cloudy129.jpg
146.001654177296,141.07884247449,136.00540098852,49.8429922577518,42.2117848893569,46.9969149145581,cloudy,datasetSky2\cloudy\cloudy13.jpg
216.662029655612,183.297712053571,143.450852997449,16.998524364614,35.1241769167127,50.6742254857165,cloudy,datasetSky2\cloudy\cloudy130.jpg
150.88502471301,120.914202008929,102.679727359694,28.313070069739,34.2023690638303,41.5880299876629,cloudy,datasetSky2\cloudy\cloudy131.jpg
104.332987882653,108.912428252551,112.405672034439,52.1887564843351,60.1080306694493,64.6904680419571,cloudy,datasetSky2\cloudy\cloudy132.jpg
101.634068080357,101.634068080357,101.634068080357,52.3556145409842,52.3556145409842,52.3556145409842,cloudy,datasetSky2\cloudy\cloudy133.jpg
128.100107621173,109.833745216837,107.303232621173,62.786267265472,61.4873795639019,62.0975620208871,cloudy,datasetSky2\cloudy\cloudy134.jpg
121.639508928571,118.226781728316,114.015804368622,66.7338182032037,74.7295896435534,77.0759773420082,cloudy,datasetSky2\cloudy\cloudy135.jpg
141.811802455357,147.36647002551,143.222676179847,61.7249465454613,61.4078023946244,60.7963732495598,cloudy,datasetSky2\cloudy\cloudy136.jpg
111.568738042092,111.568738042092,111.568738042092,47.3952206243203,47.3952206243203,47.3952206243203,cloudy,datasetSky2\cloudy\cloudy137.jpg
120.035455197704,123.090162627551,114.155751753827,49.5679640306057,45.9657196104911,49.7643738128935,cloudy,datasetSky2\cloudy\cloudy138.jpg
104.270707110969,102.451411033163,102.005799585459,62.9939587499704,64.5782282767564,67.2485267032401,cloudy,datasetSky2\cloudy\cloudy139.jpg
184.592434630102,155.4150390625,127.43138153699,32.4007349134399,48.3768579846095,61.9557193135928,cloudy,datasetSky2\cloudy\cloudy14.jpg
128.759825414541,118.870535714286,114.905771683673,54.134565602047,57.4554700506716,58.909815144192,cloudy,datasetSky2\cloudy\cloudy140.jpg
118.215800382653,115.511499521684,111.26002471301,63.1432679848136,63.4681433862994,62.5476193683449,cloudy,datasetSky2\cloudy\cloudy142.jpg
121.264150191327,130.094786352041,130.628786670918,48.2280558530001,40.1260155267448,37.1683591465437,cloudy,datasetSky2\cloudy\cloudy143.jpg
144.858478156888,145.767139668367,144.579679528061,65.0573659076719,56.8933922766029,56.7698567399311,cloudy,datasetSky2\cloudy\cloudy144.jpg
